POSITIONS,,,,,,,,,,,,,
,,,,,,,,,,,,,
Square Off,Leg,,,,,,,,,,,,
Strategy Type, Intraday,,,,,,,,,,,,
Move SL to Cost,False,,,,,,,,,,,,
,,,,,,,,,,,,,
Lot Size, Action Type, Segment, Option Type, Target Profit, Stop Loss, Index, Expiry Type,,,,,,
1,SELL,Options,PUT,,50 pts,Banknifty,Weekly,,,,,,
1,SELL,Options,CALL,,50 pts,Banknifty,Weekly,,,,,,
,,,,,,,,,,,,,
From Date,Thu Jul 16 2020,,,,,,,,,,,,
To Date,Fri Jul 16 2021,,,,,,,,,,,,
Entry Time,09:59,,,,,,,,,,,,
Exit Time,14:55,,,,,,,,,,,,
,,,,,,,,,,,,,
Target Profit, ,,, ,,,,,,,,,
 Stop Loss,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
28 Oct 2020 (Wed),4118,4315/-1793,-31.65 (-0.13%),22.71 - 23.11,-,-356.75 (24549.80-24193.05),-1250.00 (265.95-315.95 = 50.00) 24500PE 10:03:00,5368.75 (304.75-90 = -214.75) 24500CE,,,,,
29 Oct 2020 (Thu),-2500,1416/-2500,-169 (-0.7%),23.6 - 24.09,-,-75.80 (24149.15-24073.35),-1250.00 (155-205 = 50.00) 24100PE 10:35:00,-1250.00 (193.1-243.1 = 50.00) 24100CE 11:54:00,,,,,
,,,,,,,,,,,,,
Date,Profit,Max Profit/Loss,BN Gap Up/Down,India VIX,BN Prev Day H/L,Spot Change,(1) BN Sell 1 Lot ATM PE,(2) BN Sell 1 Lot ATM CE,,,,,
30 Oct 2020 (Fri),-2500,915/-2500,-1.85 (-0.01%),23.7 - 24.96,-,-242.25 (24145.10-23902.85),-1250.00 (537.95-587.95 = 50.00) 24100PE 11:00:00,-1250.00 (557.7-607.7 = 50.00) 24100CE 10:35:00,,,,,
2 Nov 2020 (Mon),4832,5198/-564,466.7 (1.95%),25.79 - 25.27,Day Open > PDH,847.70 (24199.95-25047.65),6082.50 (460.8-217.5 = -243.30) 24200PE,-1250.00 (450.4-500.4 = 50.00) 24200CE 10:05:00,,,,,
3 Nov 2020 (Tue),3056,3634/-1141,215.5 (0.87%),24.93 - 24.28,-,310.90 (25308.75-25619.65),4306.25 (469.15-296.9 = -172.25) 25300PE,-1250.00 (445.4-495.4 = 50.00) 25300CE 10:20:00,,,,,
4 Nov 2020 (Wed),-1532,4996/-2498,-143.25 (-0.56%),22.72 - 23.14,-,171.95 (25627.90-25799.85),-1250.00 (381.8-431.8 = 50.00) 25600PE 10:14:00,-282.50 (375.15-386.45 = 11.30) 25600CE,,,,,
5 Nov 2020 (Thu),-2500,502/-2500,403.2 (1.56%),21.37 - 21.11,Day Open > PDH,152.50 (26135.80-26288.30),-1250.00 (144.75-194.75 = 50.00) 26100PE 10:34:00,-1250.00 (154.1-204.1 = 50.00) 26100CE 12:34:00,,,,,
,,,,,,,,,,,,,
Date,Profit,Max Profit/Loss,BN Gap Up/Down,India VIX,BN Prev Day H/L,Spot Change,(1) BN Sell 1 Lot ATM PE,(2) BN Sell 1 Lot ATM CE,,,,,
6 Nov 2020 (Fri),3197,3907/-2067,-39 (-0.15%),20.08 - 20.55,-,373.15 (26358.70-26731.85),4447.50 (493.3-315.4 = -177.90) 26400PE,-1250.00 (377.7-427.7 = 50.00) 26400CE 10:04:00,,,,,
9 Nov 2020 (Mon),-2500,1531/-2500,290 (1.08%),20.65 - 20.18,Day Open > PDH,116.45 (27382.55-27499.00),-1250.00 (441.05-491.05 = 50.00) 27400PE 10:42:00,-1250.00 (401.25-451.25 = 50.00) 27400CE 14:41:00,,,,,
10 Nov 2020 (Tue),4118,4323/-1283,505.35 (1.84%),20.53 - 21.5,Day Open > PDH,385.65 (28195.00-28580.65),5368.75 (413.95-199.2 = -214.75) 28200PE,-1250.00 (340-390 = 50.00) 28200CE 10:14:00,,,,,
11 Nov 2020 (Wed),-2500,2551/-2500,107.15 (0.37%),21.71 - 21.7,-,32.15 (28798.85-28831.00),-1250.00 (384.45-434.45 = 50.00) 28800PE 11:15:00,-1250.00 (336.35-386.35 = 50.00) 28800CE 10:30:00,,,,,
12 Nov 2020 (Thu),3878,3890/-1580,-211.25 (-0.73%),21.22 - 20.79,-,-237.45 (28439.40-28201.95),-1250.00 (166.55-216.55 = 50.00) 28400PE 12:16:00,5128.75 (206.7-1.55 = -205.15) 28400CE,,,,,
,,,,,,,,,,,,,
Date,Profit,Max Profit/Loss,BN Gap Up/Down,India VIX,BN Prev Day H/L,Spot Change,(1) BN Sell 1 Lot ATM PE,(2) BN Sell 1 Lot ATM CE,,,,,
13 Nov 2020 (Fri),6631,6848/-269,-170.1 (-0.6%),19.95 - 19.82,-,653.00 (27832.80-28485.80),7881.25 (468.25-153 = -315.25) 27800PE,-1250.00 (492.75-542.75 = 50.00) 27800CE 10:18:00,,,,,
17 Nov 2020 (Tue),-406,2323/-533,197.95 (0.69%),19.68 - 19.66,Day Open > PDH,67.35 (29053.95-29121.30),-1250.00 (405.65-455.65 = 50.00) 29100PE 10:22:00,843.75 (321.75-288 = -33.75) 29100CE,,,,,
18 Nov 2020 (Wed),-2500,644/-2500,-73.4 (-0.25%),19.42 - 19.07,-,303.40 (29429.80-29733.20),-1250.00 (265.9-315.9 = 50.00) 29400PE 11:20:00,-1250.00 (256.8-306.8 = 50.00) 29400CE 13:40:00,,,,,
19 Nov 2020 (Thu),1313,1315/-964,-447.25 (-1.5%),19.65 - 19.66,-,-496.30 (29550.35-29054.05),-1250.00 (164.9-214.9 = 50.00) 29600PE 10:41:00,2563.75 (102.95-0.4 = -102.55) 29600CE,,,,,
,,,,,,,,,,,,,
Date,Profit,Max Profit/Loss,BN Gap Up/Down,India VIX,BN Prev Day H/L,Spot Change,(1) BN Sell 1 Lot ATM PE,(2) BN Sell 1 Lot ATM CE,,,,,
20 Nov 2020 (Fri),-2500,848/-2500,32.7 (0.11%),19.28 - 19.63,-,421.50 (28885.80-29307.30),-1250.00 (501.15-551.15 = 50.00) 28900PE 10:45:00,-1250.00 (475.45-525.45 = 50.00) 28900CE 10:00:00,,,,,
23 Nov 2020 (Mon),-2500,1828/-2500,196.8 (0.67%),19.74 - 20.7,Day Open > PDH,5.85 (29080.20-29086.05),-1250.00 (459.65-509.65 = 50.00) 29100PE 10:00:00,-1250.00 (445.2-495.2 = 50.00) 29100CE 13:37:00,,,,,
24 Nov 2020 (Tue),2958,3081/-1581,241.4 (0.83%),20.61 - 21.82,-,240.45 (29471.95-29712.40),4208.75 (388.35-220 = -168.35) 29500PE,-1250.00 (326.55-376.55 = 50.00) 29500CE 10:15:00,,,,,
25 Nov 2020 (Wed),4903,4923/-748,284.65 (0.96%),21.47 - 22.84,Day Open > PDH,-860.65 (30165.65-29305.00),-1250.00 (304.85-354.85 = 50.00) 30200PE 10:23:00,6153.75 (274.25-28.1 = -246.15) 30200CE,,,,,
26 Nov 2020 (Thu),-2500,873/-2500,174 (0.6%),20.97 - 19.75,-,331.10 (29092.90-29424.00),-1250.00 (194.95-244.95 = 50.00) 29100PE 12:06:00,-1250.00 (162-212 = 50.00) 29100CE 10:15:00,,,,,
,,,,,,,,,,,,,
Date,Profit,Max Profit/Loss,BN Gap Up/Down,India VIX,BN Prev Day H/L,Spot Change,(1) BN Sell 1 Lot ATM PE,(2) BN Sell 1 Lot ATM CE,,,,,
27 Nov 2020 (Fri),134,2259/-2446,72.25 (0.24%),19.46 - 19.96,-,-48.70 (29587.20-29538.50),-1250.00 (477.1-527.1 = 50.00) 29600PE 10:09:00,1385.00 (483.4-428 = -55.40) 29600CE,,,,,
1 Dec 2020 (Tue),2723,3068/-672,235.75 (0.8%),20.5 - 20.62,Day Open > PDH,178.85 (29681.70-29860.55),3973.75 (417.75-258.8 = -158.95) 29700PE,-1250.00 (373.8-423.8 = 50.00) 29700CE 10:41:00,,,,,
2 Dec 2020 (Wed),3647,4771/-665,58.85 (0.2%),19.85 - 19.93,-,-352.90 (29765.15-29412.25),-1250.00 (324-374 = 50.00) 29800PE 10:25:00,4897.50 (285.55-89.65 = -195.90) 29800CE,,,,,
3 Dec 2020 (Thu),-2500,353/-2500,265.75 (0.9%),18.93 - 19.15,-,-186.00 (29683.10-29497.10),-1250.00 (172.35-222.35 = 50.00) 29700PE 12:18:00,-1250.00 (147.7-197.7 = 50.00) 29700CE 10:21:00,,,,,
,,,,,,,,,,,,,
Date,Profit,Max Profit/Loss,BN Gap Up/Down,India VIX,BN Prev Day H/L,Spot Change,(1) BN Sell 1 Lot ATM PE,(2) BN Sell 1 Lot ATM CE,,,,,
4 Dec 2020 (Fri),-2500,1884/-2500,124.65 (0.42%),17.98 - 18.08,-,334.35 (29689.75-30024.10),-1250.00 (443.4-493.4 = 50.00) 29700PE 12:55:00,-1250.00 (423.25-473.25 = 50.00) 29700CE 10:16:00,,,,,
7 Dec 2020 (Mon),-2500,345/-2500,10.2 (0.03%),18.11 - 18.08,-,161.80 (30086.65-30248.45),-1250.00 (395.55-445.55 = 50.00) 30100PE 10:20:00,-1250.00 (357.6-407.6 = 50.00) 30100CE 12:10:00,,,,,
8 Dec 2020 (Tue),-82,1427/-1189,88.75 (0.29%),18.48 - 18.6,-,-8.60 (30293.40-30284.80),-1250.00 (341.05-391.05 = 50.00) 30300PE 10:44:00,1167.50 (319.1-272.4 = -46.70) 30300CE,,,,,
9 Dec 2020 (Wed),2554,2998/0,73.15 (0.24%),19.05 - 19.3,-,261.40 (30424.95-30686.35),3805.00 (250-97.8 = -152.20) 30400PE,-1250.00 (236.25-286.25 = 50.00) 30400CE 13:25:00,,,,,
10 Dec 2020 (Thu),-211,3017/-1388,-164.05 (-0.53%),18.78 - 18.85,-,84.50 (30447.65-30532.15),-1250.00 (143.1-193.1 = 50.00) 30400PE 11:55:00,1038.75 (182.1-140.55 = -41.55) 30400CE,,,,,
,,,,,,,,,,,,,
Date,Profit,Max Profit/Loss,BN Gap Up/Down,India VIX,BN Prev Day H/L,Spot Change,(1) BN Sell 1 Lot ATM PE,(2) BN Sell 1 Lot ATM CE,,,,,
11 Dec 2020 (Fri),2428,3699/-1079,44.95 (0.15%),18.79 - 18.89,-,-266.95 (30735.30-30468.35),-1250.00 (387.5-437.5 = 50.00) 30700PE 10:55:00,3678.75 (440.65-293.5 = -147.15) 30700CE,,,,,
14 Dec 2020 (Mon),1810,1995/0,130.3 (0.43%),19.45 - 19.46,-,40.05 (30707.35-30747.40),1466.25 (346.8-288.15 = -58.65) 30700PE,343.75 (379.85-366.1 = -13.75) 30700CE,,,,,
15 Dec 2020 (Tue),-2500,612/-2500,59.5 (0.19%),19.68 - 19.42,-,164.05 (30506.90-30670.95),-1250.00 (291-341 = 50.00) 30500PE 10:08:00,-1250.00 (303.25-353.25 = 50.00) 30500CE 14:00:00,,,,,
16 Dec 2020 (Wed),981,1677/-359,229.3 (0.75%),19.34 - 19.27,Day Open > PDH,-114.00 (30838.75-30724.75),-1250.00 (203.2-253.2 = 50.00) 30800PE 12:30:00,2231.25 (256.1-166.85 = -89.25) 30800CE,,,,,
17 Dec 2020 (Thu),2060,2229/-214,92.8 (0.3%),19.24 - 19.17,-,70.60 (30773.45-30844.05),3310.00 (150.2-17.8 = -132.40) 30800PE,-1250.00 (113.45-163.45 = 50.00) 30800CE 12:10:00,,,,,
,,,,,,,,,,,,,
Date,Profit,Max Profit/Loss,BN Gap Up/Down,India VIX,BN Prev Day H/L,Spot Change,(1) BN Sell 1 Lot ATM PE,(2) BN Sell 1 Lot ATM CE,,,,,
18 Dec 2020 (Fri),4360,4745/-446,-5.2 (-0.02%),19.31 - 18.61,-,320.30 (30423.00-30743.30),5610.00 (379.8-155.4 = -224.40) 30400PE,-1250.00 (431.85-481.85 = 50.00) 30400CE 11:26:00,,,,,
21 Dec 2020 (Mon),-2500,1178/-2500,-118.85 (-0.39%),19.53 - 22.68,-,-1090.85 (30441.75-29350.90),-1250.00 (307.7-357.7 = 50.00) 30400PE 12:50:00,-1250.00 (322.3-372.3 = 50.00) 30400CE 10:39:00,,,,,
22 Dec 2020 (Tue),-2500,1168/-2500,151.05 (0.51%),23.74 - 22.24,-,232.30 (29247.70-29480.00),-1250.00 (348.95-398.95 = 50.00) 29200PE 11:36:00,-1250.00 (442.9-492.9 = 50.00) 29200CE 10:09:00,,,,,
23 Dec 2020 (Wed),2021,2518/-722,-65.2 (-0.22%),21.88 - 20.85,-,159.40 (29673.75-29833.15),3271.25 (231-100.15 = -130.85) 29700PE,-1250.00 (205.7-255.7 = 50.00) 29700CE 10:33:00,,,,,
24 Dec 2020 (Thu),1619,1631/-1566,188.35 (0.63%),20.22 - 19.98,Day Open > PDH,161.95 (30317.20-30479.15),2870.00 (117.35-2.55 = -114.80) 30300PE,-1250.00 (117.8-167.8 = 50.00) 30300CE 10:13:00,,,,,
,,,,,,,,,,,,,
Date,Profit,Max Profit/Loss,BN Gap Up/Down,India VIX,BN Prev Day H/L,Spot Change,(1) BN Sell 1 Lot ATM PE,(2) BN Sell 1 Lot ATM CE,,,,,
28 Dec 2020 (Mon),1227,1540/-37,156.65 (0.52%),20.8 - 20.4,Day Open > PDH,140.00 (30745.95-30885.95),2477.50 (285.1-186 = -99.10) 30700PE,-1250.00 (381.5-431.5 = 50.00) 30700CE 13:30:00,,,,,
29 Dec 2020 (Tue),-1045,1543/-1750,125.95 (0.41%),20.45 - 20.81,Day Open > PDH,20.40 (31272.70-31293.10),-1250.00 (257.85-307.85 = 50.00) 31300PE 10:46:00,205.00 (277-268.8 = -8.20) 31300CE,,,,,
30 Dec 2020 (Wed),-1487,1680/-1962,157.3 (0.5%),21.31 - 21.13,Day Open > PDH,108.95 (31227.70-31336.65),-1250.00 (218.75-268.75 = 50.00) 31200PE 12:37:00,-237.50 (267.8-277.3 = 9.50) 31200CE,,,,,
31 Dec 2020 (Thu),2134,2283/-887,-7.15 (-0.02%),21.27 - 21.03,-,-61.15 (31347.50-31286.35),-1250.00 (116.05-166.05 = 50.00) 31300PE 10:55:00,3385.00 (161.4-26 = -135.40) 31300CE,,,,,
,,,,,,,,,,,,,
Date,Profit,Max Profit/Loss,BN Gap Up/Down,India VIX,BN Prev Day H/L,Spot Change,(1) BN Sell 1 Lot ATM PE,(2) BN Sell 1 Lot ATM CE,,,,,
1 Jan 2021 (Fri),1701,1999/0,33.25 (0.11%),20.54 - 19.33,-,-65.75 (31348.80-31283.05),273.75 (352.95-342 = -10.95) 31300PE,1427.50 (420.1-363 = -57.10) 31300CE,,,,,
4 Jan 2021 (Mon),1921,3238/-270,259.3 (0.83%),19.8 - 20.13,Day Open > PDH,-318.35 (31472.25-31153.90),-1250.00 (296.45-346.45 = 50.00) 31500PE 10:48:00,3171.25 (307.85-181 = -126.85) 31500CE,,,,,
5 Jan 2021 (Tue),3209,3452/0,-171.35 (-0.55%),20.68 - 20.32,-,577.00 (31133.00-31710.00),4460.00 (260.45-82.05 = -178.40) 31100PE,-1250.00 (297.2-347.2 = 50.00) 31100CE 11:07:00,,,,,
6 Jan 2021 (Wed),-2500,225/-2499,117.7 (0.37%),20.73 - 21.13,Day Open > PDH,-63.60 (31891.70-31828.10),-1250.00 (227.6-277.6 = 50.00) 31900PE 10:12:00,-1250.00 (214.9-264.9 = 50.00) 31900CE 12:29:00,,,,,
7 Jan 2021 (Thu),846,940/-362,331.9 (1.04%),20.29 - 20.44,Day Open > PDH,16.85 (32047.65-32064.50),2096.25 (94.05-10.2 = -83.85) 32000PE,-1250.00 (139.25-189.25 = 50.00) 32000CE 12:44:00,,,,,
,,,,,,,,,,,,,
Date,Profit,Max Profit/Loss,BN Gap Up/Down,India VIX,BN Prev Day H/L,Spot Change,(1) BN Sell 1 Lot ATM PE,(2) BN Sell 1 Lot ATM CE,,,,,
8 Jan 2021 (Fri),-1065,695/-1345,342.05 (1.07%),20.28 - 20.55,Day Open > PDH,-18.00 (32153.00-32135.00),-1250.00 (387.2-437.2 = 50.00) 32200PE 13:39:00,185.00 (353.95-346.55 = -7.40) 32200CE,,,,,
11 Jan 2021 (Mon),487,1879/-387,196.1 (0.61%),22.04 - 22.33,-,-109.85 (32112.30-32002.45),-1250.00 (333-383 = 50.00) 32100PE 10:16:00,1737.50 (380.5-311 = -69.50) 32100CE,,,,,
12 Jan 2021 (Tue),4012,4178/-12,-163.85 (-0.51%),22.97 - 22.8,Day Open < PDL,478.00 (31849.90-32327.90),5262.50 (318.35-107.85 = -210.50) 31900PE,-1250.00 (320.2-370.2 = 50.00) 31900CE 12:00:00,,,,,
13 Jan 2021 (Wed),520,3055/-672,207.6 (0.64%),23.39 - 23.45,Day Open > PDH,-49.20 (32597.50-32548.30),-1250.00 (214.8-264.8 = 50.00) 32600PE 10:35:00,1770.00 (235-164.2 = -70.80) 32600CE,,,,,
14 Jan 2021 (Thu),1523,1533/-1503,-47.95 (-0.15%),23.42 - 23.03,-,-122.60 (32601.70-32479.10),-1250.00 (105.75-155.75 = 50.00) 32600PE 10:52:00,2773.75 (113.7-2.75 = -110.95) 32600CE,,,,,
,,,,,,,,,,,,,
Date,Profit,Max Profit/Loss,BN Gap Up/Down,India VIX,BN Prev Day H/L,Spot Change,(1) BN Sell 1 Lot ATM PE,(2) BN Sell 1 Lot ATM CE,,,,,
15 Jan 2021 (Fri),695,1913/-1932,-10.85 (-0.03%),23.7 - 24.04,-,-90.50 (32309.05-32218.55),-1250.00 (432.3-482.3 = 50.00) 32300PE 10:32:00,1945.00 (456.55-378.75 = -77.80) 32300CE,,,,,
18 Jan 2021 (Mon),3720,3833/-1275,28.35 (0.09%),25.16 - 24.48,-,-412.65 (32263.65-31851.00),-1250.00 (414.65-464.65 = 50.00) 32300PE 10:30:00,4970.00 (385.65-186.85 = -198.80) 32300CE,,,,,
19 Jan 2021 (Tue),4562,4700/-5,271.15 (0.85%),23.86 - 23.03,-,475.85 (31970.15-32446.00),5812.50 (324.6-92.1 = -232.50) 32000PE,-1250.00 (327.7-377.7 = 50.00) 32000CE 10:16:00,,,,,
20 Jan 2021 (Wed),1587,2078/-1760,-35.9 (-0.11%),22.74 - 21.64,-,105.75 (32454.05-32559.80),2837.50 (235.15-121.65 = -113.50) 32500PE,-1250.00 (180.4-230.4 = 50.00) 32500CE 10:53:00,,,,,
21 Jan 2021 (Thu),-2499,1516/-2499,189.1 (0.58%),20.84 - 21.54,Day Open > PDH,-284.35 (32696.50-32412.15),-1250.00 (109.95-159.95 = 50.00) 32700PE 14:43:00,-1250.00 (91.35-141.35 = 50.00) 32700CE 12:24:00,,,,,
,,,,,,,,,,,,,
Date,Profit,Max Profit/Loss,BN Gap Up/Down,India VIX,BN Prev Day H/L,Spot Change,(1) BN Sell 1 Lot ATM PE,(2) BN Sell 1 Lot ATM CE,,,,,
22 Jan 2021 (Fri),4815,5238/-662,-98.9 (-0.31%),21.91 - 22.26,-,-684.00 (31924.00-31240.00),-1250.00 (382.75-432.75 = 50.00) 31900PE 10:21:00,6065.00 (438-195.4 = -242.60) 31900CE,,,,,
25 Jan 2021 (Mon),-2500,4690/-2500,339.9 (1.09%),23.4 - 23.12,-,-80.65 (31264.70-31184.05),-1250.00 (413.6-463.6 = 50.00) 31300PE 14:30:00,-1250.00 (345.15-395.15 = 50.00) 31300CE 10:03:00,,,,,
27 Jan 2021 (Wed),-2500,3046/-2500,37.85 (0.12%),24.06 - 24.3,-,-582.55 (30907.65-30325.10),-1250.00 (276.85-326.85 = 50.00) 30900PE 12:18:00,-1250.00 (275.9-325.9 = 50.00) 30900CE 10:39:00,,,,,
28 Jan 2021 (Thu),-2500,1387/-2500,-472.25 (-1.56%),24.12 - 24.82,Day Open < PDL,83.30 (29933.85-30017.15),-1250.00 (169.15-219.15 = 50.00) 29900PE 13:02:00,-1250.00 (195.55-245.55 = 50.00) 29900CE 10:16:00,,,,,
,,,,,,,,,,,,,
Date,Profit,Max Profit/Loss,BN Gap Up/Down,India VIX,BN Prev Day H/L,Spot Change,(1) BN Sell 1 Lot ATM PE,(2) BN Sell 1 Lot ATM CE,,,,,
29 Jan 2021 (Fri),-2500,1086/-2500,342.35 (1.13%),24.7 - 24.95,Day Open > PDH,381.45 (30472.15-30853.60),-1250.00 (635-685 = 50.00) 30500PE 10:23:00,-1250.00 (637.85-687.85 = 50.00) 30500CE 12:26:00,,,,,
1 Feb 2021 (Mon),13247,13437/-604,410.85 (1.34%),25.05 - 22.87,-,1954.40 (31020.15-32974.55),14497.50 (622-42.1 = -579.90) 31000PE,-1250.00 (607.05-657.05 = 50.00) 31000CE 10:11:00,,,,,
2 Feb 2021 (Tue),4466,7435/-563,500 (1.51%),23.54 - 23.39,Day Open > PDH,-270.80 (34510.40-34239.60),-1250.00 (521-571 = 50.00) 34500PE 10:08:00,5716.25 (533.05-304.4 = -228.65) 34500CE,,,,,
3 Feb 2021 (Wed),4992,5625/0,287.7 (0.84%),23.65 - 24,-,381.10 (34398.40-34779.50),6242.50 (375-125.3 = -249.70) 34400PE,-1250.00 (340-390 = 50.00) 34400CE 10:16:00,,,,,
4 Feb 2021 (Thu),-2500,253/-2500,-209.55 (-0.6%),23.23 - 23.17,-,917.90 (34373.35-35291.25),-1250.00 (200-250 = 50.00) 34400PE 10:03:00,-1250.00 (144.25-194.25 = 50.00) 34400CE 11:02:00,,,,,
,,,,,,,,,,,,,
Date,Profit,Max Profit/Loss,BN Gap Up/Down,India VIX,BN Prev Day H/L,Spot Change,(1) BN Sell 1 Lot ATM PE,(2) BN Sell 1 Lot ATM CE,,,,,
5 Feb 2021 (Fri),-2500,776/-2500,290.15 (0.82%),23.59 - 23.49,Day Open > PDH,-718.60 (36388.25-35669.65),-1250.00 (782.85-832.85 = 50.00) 36400PE 10:14:00,-1250.00 (711.75-761.75 = 50.00) 36400CE 10:04:00,,,,,
8 Feb 2021 (Mon),-2500,1780/-2500,419.35 (1.18%),24 - 23.97,-,-315.70 (36289.30-35973.60),-1250.00 (604.2-654.2 = 50.00) 36300PE 11:29:00,-1250.00 (545.25-595.25 = 50.00) 36300CE 10:03:00,,,,,
9 Feb 2021 (Tue),4598,6615/-1123,75.15 (0.21%),23.77 - 23.97,-,466.40 (35761.40-36227.80),5848.75 (487.95-254 = -233.95) 35800PE,-1250.00 (398.75-448.75 = 50.00) 35800CE 10:03:00,,,,,
10 Feb 2021 (Wed),4508,4870/-2007,-14.15 (-0.04%),24.58 - 24.36,-,-413.95 (35963.95-35550.00),-1250.00 (406.25-456.25 = 50.00) 36000PE 10:15:00,5758.75 (336.8-106.45 = -230.35) 36000CE,,,,,
11 Feb 2021 (Thu),3353,3547/-963,-95.85 (-0.27%),23.78 - 23.17,-,-162.90 (35938.80-35775.90),-1250.00 (177.7-227.7 = 50.00) 35900PE 11:00:00,4603.75 (212.55-28.4 = -184.15) 35900CE,,,,,
,,,,,,,,,,,,,
Date,Profit,Max Profit/Loss,BN Gap Up/Down,India VIX,BN Prev Day H/L,Spot Change,(1) BN Sell 1 Lot ATM PE,(2) BN Sell 1 Lot ATM CE,,,,,
12 Feb 2021 (Fri),2201,3505/-12,-15.5 (-0.04%),22.61 - 22.11,-,292.05 (35808.65-36100.70),3451.25 (493.2-355.15 = -138.05) 35800PE,-1250.00 (502-552 = 50.00) 35800CE 10:35:00,,,,,
15 Feb 2021 (Mon),3072,3260/-873,392.5 (1.09%),21.87 - 21.59,Day Open > PDH,469.10 (36731.55-37200.65),4322.50 (396.85-223.95 = -172.90) 36700PE,-1250.00 (426.65-476.65 = 50.00) 36700CE 11:14:00,,,,,
16 Feb 2021 (Tue),3420,6221/-2483,186.35 (0.5%),21.7 - 21.84,Day Open > PDH,-264.70 (37345.00-37080.30),-1250.00 (432.65-482.65 = 50.00) 37300PE 10:00:00,4670.00 (480-293.2 = -186.80) 37300CE,,,,,
17 Feb 2021 (Wed),2178,3948/-1077,-56.45 (-0.15%),21.51 - 21.54,-,109.90 (36869.30-36979.20),3428.75 (327.95-190.8 = -137.15) 36900PE,-1250.00 (301.45-351.45 = 50.00) 36900CE 10:17:00,,,,,
18 Feb 2021 (Thu),2402,2405/-105,177.8 (0.48%),21.49 - 21.57,-,-300.25 (36859.80-36559.55),-1250.00 (196.2-246.2 = 50.00) 36900PE 11:35:00,3652.50 (147.65-1.55 = -146.10) 36900CE,,,,,
,,,,,,,,,,,,,
Date,Profit,Max Profit/Loss,BN Gap Up/Down,India VIX,BN Prev Day H/L,Spot Change,(1) BN Sell 1 Lot ATM PE,(2) BN Sell 1 Lot ATM CE,,,,,
19 Feb 2021 (Fri),-2500,2487/-2500,-215.45 (-0.59%),21.76 - 22.4,-,-637.85 (36370.90-35733.05),-1250.00 (531.8-581.8 = 50.00) 36400PE 13:26:00,-1250.00 (482.75-532.75 = 50.00) 36400CE 10:10:00,,,,,
22 Feb 2021 (Mon),3713,6230/-2431,32.7 (0.09%),23.25 - 25.14,-,-365.95 (35840.80-35474.85),-1250.00 (455.8-505.8 = 50.00) 35800PE 10:15:00,4963.75 (479.55-281 = -198.55) 35800CE,,,,,
23 Feb 2021 (Tue),-2500,3907/-2500,283.35 (0.8%),25.27 - 24.98,-,-102.15 (35275.50-35173.35),-1250.00 (419.3-469.3 = 50.00) 35300PE 11:43:00,-1250.00 (388.55-438.55 = 50.00) 35300CE 10:03:00,,,,,
25 Feb 2021 (Thu),4097,4120/-1612,1646.2 (4.69%),23.26 - 22.88,Day Open > PDH,-378.65 (37057.50-36678.85),-1250.00 (240.95-290.95 = 50.00) 37100PE 10:09:00,5347.50 (217-3.1 = -213.90) 37100CE,,,,,
,,,,,,,,,,,,,
Date,Profit,Max Profit/Loss,BN Gap Up/Down,India VIX,BN Prev Day H/L,Spot Change,(1) BN Sell 1 Lot ATM PE,(2) BN Sell 1 Lot ATM CE,,,,,
26 Feb 2021 (Fri),3910,5935/-163,-742.35 (-2.03%),24.8 - 27.24,Day Open < PDL,-414.15 (35593.45-35179.30),-1250.00 (678.7-728.7 = 50.00) 35600PE 10:17:00,5160.00 (666.6-460.2 = -206.40) 35600CE,,,,,
1 Mar 2021 (Mon),-2500,2151/-2500,570.65 (1.64%),26.59 - 25.92,-,-188.35 (35352.50-35164.15),-1250.00 (614.15-664.15 = 50.00) 35400PE 11:44:00,-1250.00 (555.7-605.7 = 50.00) 35400CE 10:25:00,,,,,
2 Mar 2021 (Tue),3839,4641/-9,162.15 (0.46%),24.39 - 23.98,-,-358.90 (35575.05-35216.15),-1250.00 (466.7-516.7 = 50.00) 35600PE 10:35:00,5090.00 (419.6-216 = -203.60) 35600CE,,,,,
3 Mar 2021 (Wed),4707,5161/-367,334.75 (0.95%),22.36 - 22.24,Day Open > PDH,489.75 (35850.80-36340.55),5957.50 (334.45-96.15 = -238.30) 35900PE,-1250.00 (300-350 = 50.00) 35900CE 10:19:00,,,,,
4 Mar 2021 (Thu),4013,4081/-134,-792.4 (-2.18%),23.6 - 23.66,-,310.50 (35605.00-35915.50),5263.75 (217-6.45 = -210.55) 35600PE,-1250.00 (204.55-254.55 = 50.00) 35600CE 11:10:00,,,,,
,,,,,,,,,,,,,
Date,Profit,Max Profit/Loss,BN Gap Up/Down,India VIX,BN Prev Day H/L,Spot Change,(1) BN Sell 1 Lot ATM PE,(2) BN Sell 1 Lot ATM CE,,,,,
5 Mar 2021 (Fri),-2500,1147/-2500,-344 (-0.96%),25.56 - 25.88,Day Open < PDL,-351.85 (35463.95-35112.10),-1250.00 (734.45-784.45 = 50.00) 35500PE 10:25:00,-1250.00 (679-729 = 50.00) 35500CE 10:09:00,,,,,
8 Mar 2021 (Mon),4676,6351/-187,234.3 (0.67%),24.69 - 24.45,-,-376.45 (35748.65-35372.20),-1250.00 (446.7-496.7 = 50.00) 35700PE 10:29:00,5926.25 (531-293.95 = -237.05) 35700CE,,,,,
