POSITIONS,,,,,,,,,,,,,
,,,,,,,,,,,,,
Square Off,Leg,,,,,,,,,,,,
Strategy Type, Intraday,,,,,,,,,,,,
Move SL to Cost,False,,,,,,,,,,,,
,,,,,,,,,,,,,
Lot Size, Action Type, Segment, Option Type, Target Profit, Stop Loss, Index, Expiry Type,,,,,,
1,SELL,Options,PUT,,30 %,Banknifty,Weekly,,,,,,
1,SELL,Options,CALL,,30 %,Banknifty,Weekly,,,,,,
,,,,,,,,,,,,,
From Date,Thu Jul 16 2020,,,,,,,,,,,,
To Date,Fri Jul 16 2021,,,,,,,,,,,,
Entry Time,09:59,,,,,,,,,,,,
Exit Time,14:55,,,,,,,,,,,,
 Stop Loss,,,,,,,,,,,,,
Target Profit, ,,, ,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
29 Oct 2020 (Thu),-2610,1504/-2610,-169 (-0.7%),23.6 - 24.09,-,-75.80 (24149.15-24073.35),-1162.50 (155-201.5 = 46.50) 24100PE 10:35:00,-1448.25 (193.1-251.03 = 57.93) 24100CE 12:00:00,,,,,
,,,,,,,,,,,,,
Date,Profit,Max Profit/Loss,BN Gap Up/Down,India VIX,BN Prev Day H/L,Spot Change,(1) BN Sell 1 Lot ATM PE,(2) BN Sell 1 Lot ATM CE,,,,,
30 Oct 2020 (Fri),-169,1563/-1151,-1.85 (-0.01%),23.7 - 24.96,-,-242.25 (24145.10-23902.85),-4034.75 (537.95-699.34 = 161.39) 24100PE 11:36:00,3865.00 (557.7-403.1 = -154.60) 24100CE,,,,,
2 Nov 2020 (Mon),2704,3070/-2316,466.7 (1.95%),25.79 - 25.27,Day Open > PDH,847.70 (24199.95-25047.65),6082.50 (460.8-217.5 = -243.30) 24200PE,-3378.00 (450.4-585.52 = 135.12) 24200CE 10:15:00,,,,,
3 Nov 2020 (Tue),965,1544/-1188,215.5 (0.87%),24.93 - 24.28,-,310.90 (25308.75-25619.65),4306.25 (469.15-296.9 = -172.25) 25300PE,-3340.50 (445.4-579.02 = 133.62) 25300CE 12:41:00,,,,,
4 Nov 2020 (Wed),-3145,3383/-4111,-143.25 (-0.56%),22.72 - 23.14,-,171.95 (25627.90-25799.85),-2863.50 (381.8-496.34 = 114.54) 25600PE 10:16:00,-282.50 (375.15-386.45 = 11.30) 25600CE,,,,,
5 Nov 2020 (Thu),-2241,667/-2240,403.2 (1.56%),21.37 - 21.11,Day Open > PDH,152.50 (26135.80-26288.30),-1085.75 (144.75-188.18 = 43.43) 26100PE 10:34:00,-1155.75 (154.1-200.33 = 46.23) 26100CE 12:33:00,,,,,
,,,,,,,,,,,,,
Date,Profit,Max Profit/Loss,BN Gap Up/Down,India VIX,BN Prev Day H/L,Spot Change,(1) BN Sell 1 Lot ATM PE,(2) BN Sell 1 Lot ATM CE,,,,,
6 Nov 2020 (Fri),1614,2325/-1040,-39 (-0.15%),20.08 - 20.55,-,373.15 (26358.70-26731.85),4447.50 (493.3-315.4 = -177.90) 26400PE,-2832.75 (377.7-491.01 = 113.31) 26400CE 12:25:00,,,,,
9 Nov 2020 (Mon),-3492,458/-4751,290 (1.08%),20.65 - 20.18,Day Open > PDH,116.45 (27382.55-27499.00),-3308.00 (441.05-573.37 = 132.32) 27400PE 10:49:00,-185.00 (401.25-408.65 = 7.40) 27400CE,,,,,
10 Nov 2020 (Tue),2818,3023/-1377,505.35 (1.84%),20.53 - 21.5,Day Open > PDH,385.65 (28195.00-28580.65),5368.75 (413.95-199.2 = -214.75) 28200PE,-2550.00 (340-442 = 102.00) 28200CE 10:51:00,,,,,
11 Nov 2020 (Wed),-749,3500/-1725,107.15 (0.37%),21.71 - 21.7,-,32.15 (28798.85-28831.00),-2883.50 (384.45-499.79 = 115.34) 28800PE 11:22:00,2133.75 (336.35-251 = -85.35) 28800CE,,,,,
12 Nov 2020 (Thu),3879,3891/-1579,-211.25 (-0.73%),21.22 - 20.79,-,-237.45 (28439.40-28201.95),-1249.25 (166.55-216.52 = 49.97) 28400PE 12:16:00,5128.75 (206.7-1.55 = -205.15) 28400CE,,,,,
,,,,,,,,,,,,,
Date,Profit,Max Profit/Loss,BN Gap Up/Down,India VIX,BN Prev Day H/L,Spot Change,(1) BN Sell 1 Lot ATM PE,(2) BN Sell 1 Lot ATM CE,,,,,
13 Nov 2020 (Fri),4185,4403/-1864,-170.1 (-0.6%),19.95 - 19.82,-,653.00 (27832.80-28485.80),7881.25 (468.25-153 = -315.25) 27800PE,-3695.75 (492.75-640.58 = 147.83) 27800CE 10:24:00,,,,,
17 Nov 2020 (Tue),-2198,531/-2325,197.95 (0.69%),19.68 - 19.66,Day Open > PDH,67.35 (29053.95-29121.30),-3042.50 (405.65-527.35 = 121.70) 29100PE 10:38:00,843.75 (321.75-288 = -33.75) 29100CE,,,,,
18 Nov 2020 (Wed),3011,3045/-46,-73.4 (-0.25%),19.42 - 19.07,-,303.40 (29429.80-29733.20),4937.50 (265.9-68.4 = -197.50) 29400PE,-1926.00 (256.8-333.84 = 77.04) 29400CE 13:40:00,,,,,
19 Nov 2020 (Thu),1327,1329/-950,-447.25 (-1.5%),19.65 - 19.66,-,-496.30 (29550.35-29054.05),-1236.75 (164.9-214.37 = 49.47) 29600PE 10:41:00,2563.75 (102.95-0.4 = -102.55) 29600CE,,,,,
,,,,,,,,,,,,,
Date,Profit,Max Profit/Loss,BN Gap Up/Down,India VIX,BN Prev Day H/L,Spot Change,(1) BN Sell 1 Lot ATM PE,(2) BN Sell 1 Lot ATM CE,,,,,
20 Nov 2020 (Fri),-7324,774/-7324,32.7 (0.11%),19.28 - 19.63,-,421.50 (28885.80-29307.30),-3758.75 (501.15-651.5 = 150.35) 28900PE 11:15:00,-3566.00 (475.45-618.09 = 142.64) 28900CE 13:50:00,,,,,
23 Nov 2020 (Mon),-1809,714/-6034,196.8 (0.67%),19.74 - 20.7,Day Open > PDH,5.85 (29080.20-29086.05),-3447.25 (459.65-597.54 = 137.89) 29100PE 10:46:00,1637.50 (445.2-379.7 = -65.50) 29100CE,,,,,
24 Nov 2020 (Tue),1759,1882/-500,241.4 (0.83%),20.61 - 21.82,-,240.45 (29471.95-29712.40),4208.75 (388.35-220 = -168.35) 29500PE,-2449.25 (326.55-424.52 = 97.97) 29500CE 14:33:00,,,,,
25 Nov 2020 (Wed),3867,3887/-1079,284.65 (0.96%),21.47 - 22.84,Day Open > PDH,-860.65 (30165.65-29305.00),-2286.50 (304.85-396.31 = 91.46) 30200PE 10:28:00,6153.75 (274.25-28.1 = -246.15) 30200CE,,,,,
26 Nov 2020 (Thu),-2677,909/-2676,174 (0.6%),20.97 - 19.75,-,331.10 (29092.90-29424.00),-1462.25 (194.95-253.44 = 58.49) 29100PE 12:06:00,-1215.00 (162-210.6 = 48.60) 29100CE 10:15:00,,,,,
,,,,,,,,,,,,,
Date,Profit,Max Profit/Loss,BN Gap Up/Down,India VIX,BN Prev Day H/L,Spot Change,(1) BN Sell 1 Lot ATM PE,(2) BN Sell 1 Lot ATM CE,,,,,
27 Nov 2020 (Fri),2880,3048/-24,72.25 (0.24%),19.46 - 19.96,-,-48.70 (29587.20-29538.50),1495.00 (477.1-417.3 = -59.80) 29600PE,1385.00 (483.4-428 = -55.40) 29600CE,,,,,
1 Dec 2020 (Tue),2202,2249/-65,235.75 (0.8%),20.5 - 20.62,Day Open > PDH,178.85 (29681.70-29860.55),3973.75 (417.75-258.8 = -158.95) 29700PE,-1771.25 (373.8-444.65 = 70.85) 29700CE,,,,,
2 Dec 2020 (Wed),2467,3592/-951,58.85 (0.2%),19.85 - 19.93,-,-352.90 (29765.15-29412.25),-2430.00 (324-421.2 = 97.20) 29800PE 11:30:00,4897.50 (285.55-89.65 = -195.90) 29800CE,,,,,
3 Dec 2020 (Thu),-2400,496/-2399,265.75 (0.9%),18.93 - 19.15,-,-186.00 (29683.10-29497.10),-1292.75 (172.35-224.06 = 51.71) 29700PE 12:21:00,-1107.75 (147.7-192.01 = 44.31) 29700CE 10:20:00,,,,,
,,,,,,,,,,,,,
Date,Profit,Max Profit/Loss,BN Gap Up/Down,India VIX,BN Prev Day H/L,Spot Change,(1) BN Sell 1 Lot ATM PE,(2) BN Sell 1 Lot ATM CE,,,,,
4 Dec 2020 (Fri),2270,2489/-4714,124.65 (0.42%),17.98 - 18.08,-,334.35 (29689.75-30024.10),5445.00 (443.4-225.6 = -217.80) 29700PE,-3174.50 (423.25-550.23 = 126.98) 29700CE 10:28:00,,,,,
7 Dec 2020 (Mon),646,1535/-2041,10.2 (0.03%),18.11 - 18.08,-,161.80 (30086.65-30248.45),3328.75 (395.55-262.4 = -133.15) 30100PE,-2682.00 (357.6-464.88 = 107.28) 30100CE 12:15:00,,,,,
8 Dec 2020 (Tue),-1390,120/-2497,88.75 (0.29%),18.48 - 18.6,-,-8.60 (30293.40-30284.80),-2558.00 (341.05-443.37 = 102.32) 30300PE 11:10:00,1167.50 (319.1-272.4 = -46.70) 30300CE,,,,,
9 Dec 2020 (Wed),2032,2476/0,73.15 (0.24%),19.05 - 19.3,-,261.40 (30424.95-30686.35),3805.00 (250-97.8 = -152.20) 30400PE,-1772.00 (236.25-307.13 = 70.88) 30400CE 13:28:00,,,,,
10 Dec 2020 (Thu),-34,3194/-1211,-164.05 (-0.53%),18.78 - 18.85,-,84.50 (30447.65-30532.15),-1073.25 (143.1-186.03 = 42.93) 30400PE 11:55:00,1038.75 (182.1-140.55 = -41.55) 30400CE,,,,,
,,,,,,,,,,,,,
Date,Profit,Max Profit/Loss,BN Gap Up/Down,India VIX,BN Prev Day H/L,Spot Change,(1) BN Sell 1 Lot ATM PE,(2) BN Sell 1 Lot ATM CE,,,,,
11 Dec 2020 (Fri),772,2043/-2735,44.95 (0.15%),18.79 - 18.89,-,-266.95 (30735.30-30468.35),-2906.25 (387.5-503.75 = 116.25) 30700PE 11:29:00,3678.75 (440.65-293.5 = -147.15) 30700CE,,,,,
14 Dec 2020 (Mon),1810,1995/0,130.3 (0.43%),19.45 - 19.46,-,40.05 (30707.35-30747.40),1466.25 (346.8-288.15 = -58.65) 30700PE,343.75 (379.85-366.1 = -13.75) 30700CE,,,,,
15 Dec 2020 (Tue),-4457,97/-4456,59.5 (0.19%),19.68 - 19.42,-,164.05 (30506.90-30670.95),-2182.50 (291-378.3 = 87.30) 30500PE 10:55:00,-2274.50 (303.25-394.23 = 90.98) 30500CE 14:10:00,,,,,
16 Dec 2020 (Wed),707,1403/-633,229.3 (0.75%),19.34 - 19.27,Day Open > PDH,-114.00 (30838.75-30724.75),-1524.00 (203.2-264.16 = 60.96) 30800PE 12:30:00,2231.25 (256.1-166.85 = -89.25) 30800CE,,,,,
17 Dec 2020 (Thu),2458,2627/-214,92.8 (0.3%),19.24 - 19.17,-,70.60 (30773.45-30844.05),3310.00 (150.2-17.8 = -132.40) 30800PE,-851.00 (113.45-147.49 = 34.04) 30800CE 12:09:00,,,,,
,,,,,,,,,,,,,
Date,Profit,Max Profit/Loss,BN Gap Up/Down,India VIX,BN Prev Day H/L,Spot Change,(1) BN Sell 1 Lot ATM PE,(2) BN Sell 1 Lot ATM CE,,,,,
18 Dec 2020 (Fri),2371,2757/-446,-5.2 (-0.02%),19.31 - 18.61,-,320.30 (30423.00-30743.30),5610.00 (379.8-155.4 = -224.40) 30400PE,-3239.00 (431.85-561.41 = 129.56) 30400CE 14:37:00,,,,,
21 Dec 2020 (Mon),3713,4044/-700,-118.85 (-0.39%),19.53 - 22.68,-,-1090.85 (30441.75-29350.90),-2307.75 (307.7-400.01 = 92.31) 30400PE 13:00:00,6021.25 (322.3-81.45 = -240.85) 30400CE,,,,,
22 Dec 2020 (Tue),1595,3556/-124,151.05 (0.51%),23.74 - 22.24,-,232.30 (29247.70-29480.00),4917.50 (348.95-152.25 = -196.70) 29200PE,-3321.75 (442.9-575.77 = 132.87) 29200CE 14:18:00,,,,,
23 Dec 2020 (Wed),1728,2226/-1014,-65.2 (-0.22%),21.88 - 20.85,-,159.40 (29673.75-29833.15),3271.25 (231-100.15 = -130.85) 29700PE,-1542.75 (205.7-267.41 = 61.71) 29700CE 10:39:00,,,,,
24 Dec 2020 (Thu),1986,1998/-1199,188.35 (0.63%),20.22 - 19.98,Day Open > PDH,161.95 (30317.20-30479.15),2870.00 (117.35-2.55 = -114.80) 30300PE,-883.50 (117.8-153.14 = 35.34) 30300CE 10:13:00,,,,,
,,,,,,,,,,,,,
Date,Profit,Max Profit/Loss,BN Gap Up/Down,India VIX,BN Prev Day H/L,Spot Change,(1) BN Sell 1 Lot ATM PE,(2) BN Sell 1 Lot ATM CE,,,,,
28 Dec 2020 (Mon),1376,1812/-37,156.65 (0.52%),20.8 - 20.4,Day Open > PDH,140.00 (30745.95-30885.95),2477.50 (285.1-186 = -99.10) 30700PE,-1101.25 (381.5-425.55 = 44.05) 30700CE,,,,,
29 Dec 2020 (Tue),-1728,860/-2433,125.95 (0.41%),20.45 - 20.81,Day Open > PDH,20.40 (31272.70-31293.10),-1934.00 (257.85-335.21 = 77.36) 31300PE 10:46:00,205.00 (277-268.8 = -8.20) 31300CE,,,,,
30 Dec 2020 (Wed),-1878,1290/-2352,157.3 (0.5%),21.31 - 21.13,Day Open > PDH,108.95 (31227.70-31336.65),-1640.75 (218.75-284.38 = 65.63) 31200PE 12:39:00,-237.50 (267.8-277.3 = 9.50) 31200CE,,,,,
31 Dec 2020 (Thu),2514,2663/-507,-7.15 (-0.02%),21.27 - 21.03,-,-61.15 (31347.50-31286.35),-870.50 (116.05-150.87 = 34.82) 31300PE 10:55:00,3385.00 (161.4-26 = -135.40) 31300CE,,,,,
,,,,,,,,,,,,,
Date,Profit,Max Profit/Loss,BN Gap Up/Down,India VIX,BN Prev Day H/L,Spot Change,(1) BN Sell 1 Lot ATM PE,(2) BN Sell 1 Lot ATM CE,,,,,
1 Jan 2021 (Fri),1701,1999/0,33.25 (0.11%),20.54 - 19.33,-,-65.75 (31348.80-31283.05),273.75 (352.95-342 = -10.95) 31300PE,1427.50 (420.1-363 = -57.10) 31300CE,,,,,
4 Jan 2021 (Mon),948,2265/-1243,259.3 (0.83%),19.8 - 20.13,Day Open > PDH,-318.35 (31472.25-31153.90),-2223.25 (296.45-385.38 = 88.93) 31500PE 10:48:00,3171.25 (307.85-181 = -126.85) 31500CE,,,,,
5 Jan 2021 (Tue),2230,2473/-910,-171.35 (-0.55%),20.68 - 20.32,-,577.00 (31133.00-31710.00),4460.00 (260.45-82.05 = -178.40) 31100PE,-2229.00 (297.2-386.36 = 89.16) 31100CE 11:07:00,,,,,
6 Jan 2021 (Wed),-467,1071/-1145,117.7 (0.37%),20.73 - 21.13,Day Open > PDH,-63.60 (31891.70-31828.10),-1707.00 (227.6-295.88 = 68.28) 31900PE 13:50:00,1240.00 (214.9-165.3 = -49.60) 31900CE,,,,,
7 Jan 2021 (Thu),-1750,476/-1749,331.9 (1.04%),20.29 - 20.44,Day Open > PDH,16.85 (32047.65-32064.50),-705.50 (94.05-122.27 = 28.22) 32000PE 10:23:00,-1044.50 (139.25-181.03 = 41.78) 32000CE 12:35:00,,,,,
,,,,,,,,,,,,,
Date,Profit,Max Profit/Loss,BN Gap Up/Down,India VIX,BN Prev Day H/L,Spot Change,(1) BN Sell 1 Lot ATM PE,(2) BN Sell 1 Lot ATM CE,,,,,
8 Jan 2021 (Fri),703,949/-1303,342.05 (1.07%),20.28 - 20.55,Day Open > PDH,-18.00 (32153.00-32135.00),518.75 (387.2-366.45 = -20.75) 32200PE,185.00 (353.95-346.55 = -7.40) 32200CE,,,,,
11 Jan 2021 (Mon),-759,632/-1634,196.1 (0.61%),22.04 - 22.33,-,-109.85 (32112.30-32002.45),-2497.50 (333-432.9 = 99.90) 32100PE 10:20:00,1737.50 (380.5-311 = -69.50) 32100CE,,,,,
12 Jan 2021 (Tue),2861,3027/-124,-163.85 (-0.51%),22.97 - 22.8,Day Open < PDL,478.00 (31849.90-32327.90),5262.50 (318.35-107.85 = -210.50) 31900PE,-2401.50 (320.2-416.26 = 96.06) 31900CE 12:03:00,,,,,
13 Jan 2021 (Wed),159,2694/-1033,207.6 (0.64%),23.39 - 23.45,Day Open > PDH,-49.20 (32597.50-32548.30),-1611.00 (214.8-279.24 = 64.44) 32600PE 10:35:00,1770.00 (235-164.2 = -70.80) 32600CE,,,,,
14 Jan 2021 (Thu),1980,1990/-1046,-47.95 (-0.15%),23.42 - 23.03,-,-122.60 (32601.70-32479.10),-793.00 (105.75-137.47 = 31.72) 32600PE 10:52:00,2773.75 (113.7-2.75 = -110.95) 32600CE,,,,,
,,,,,,,,,,,,,
Date,Profit,Max Profit/Loss,BN Gap Up/Down,India VIX,BN Prev Day H/L,Spot Change,(1) BN Sell 1 Lot ATM PE,(2) BN Sell 1 Lot ATM CE,,,,,
15 Jan 2021 (Fri),-1297,729/-3924,-10.85 (-0.03%),23.7 - 24.04,-,-90.50 (32309.05-32218.55),-3242.25 (432.3-561.99 = 129.69) 32300PE 11:29:00,1945.00 (456.55-378.75 = -77.80) 32300CE,,,,,
18 Jan 2021 (Mon),1860,1974/-1291,28.35 (0.09%),25.16 - 24.48,-,-412.65 (32263.65-31851.00),-3109.75 (414.65-539.04 = 124.39) 32300PE 11:35:00,4970.00 (385.65-186.85 = -198.80) 32300CE,,,,,
19 Jan 2021 (Tue),3354,3493/0,271.15 (0.85%),23.86 - 23.03,-,475.85 (31970.15-32446.00),5812.50 (324.6-92.1 = -232.50) 32000PE,-2457.75 (327.7-426.01 = 98.31) 32000CE 12:32:00,,,,,
20 Jan 2021 (Wed),1484,1975/-1863,-35.9 (-0.11%),22.74 - 21.64,-,105.75 (32454.05-32559.80),2837.50 (235.15-121.65 = -113.50) 32500PE,-1353.00 (180.4-234.52 = 54.12) 32500CE 10:53:00,,,,,
21 Jan 2021 (Thu),-1509,1613/-1509,189.1 (0.58%),20.84 - 21.54,Day Open > PDH,-284.35 (32696.50-32412.15),-824.75 (109.95-142.94 = 32.99) 32700PE 14:14:00,-685.00 (91.35-118.75 = 27.40) 32700CE 12:23:00,,,,,
,,,,,,,,,,,,,
Date,Profit,Max Profit/Loss,BN Gap Up/Down,India VIX,BN Prev Day H/L,Spot Change,(1) BN Sell 1 Lot ATM PE,(2) BN Sell 1 Lot ATM CE,,,,,
22 Jan 2021 (Fri),3194,3618/-2282,-98.9 (-0.31%),21.91 - 22.26,-,-684.00 (31924.00-31240.00),-2870.50 (382.75-497.57 = 114.82) 31900PE 10:23:00,6065.00 (438-195.4 = -242.60) 31900CE,,,,,
25 Jan 2021 (Mon),-1708,3352/-4107,339.9 (1.09%),23.4 - 23.12,-,-80.65 (31264.70-31184.05),880.00 (413.6-378.4 = -35.20) 31300PE,-2588.50 (345.15-448.69 = 103.54) 31300CE 10:05:00,,,,,
27 Jan 2021 (Wed),-4145,2227/-4145,37.85 (0.12%),24.06 - 24.3,-,-582.55 (30907.65-30325.10),-2076.50 (276.85-359.91 = 83.06) 30900PE 12:38:00,-2069.25 (275.9-358.67 = 82.77) 30900CE 11:13:00,,,,,
28 Jan 2021 (Thu),-2735,1171/-2734,-472.25 (-1.56%),24.12 - 24.82,Day Open < PDL,83.30 (29933.85-30017.15),-1268.75 (169.15-219.9 = 50.75) 29900PE 13:02:00,-1466.75 (195.55-254.22 = 58.67) 29900CE 10:16:00,,,,,
,,,,,,,,,,,,,
Date,Profit,Max Profit/Loss,BN Gap Up/Down,India VIX,BN Prev Day H/L,Spot Change,(1) BN Sell 1 Lot ATM PE,(2) BN Sell 1 Lot ATM CE,,,,,
29 Jan 2021 (Fri),-376,2203/-2462,342.35 (1.13%),24.7 - 24.95,Day Open > PDH,381.45 (30472.15-30853.60),4407.50 (635-458.7 = -176.30) 30500PE,-4784.00 (637.85-829.21 = 191.36) 30500CE 14:15:00,,,,,
1 Feb 2021 (Mon),9944,10135/-2512,410.85 (1.34%),25.05 - 22.87,-,1954.40 (31020.15-32974.55),14497.50 (622-42.1 = -579.90) 31000PE,-4552.75 (607.05-789.16 = 182.11) 31000CE 11:01:00,,,,,
2 Feb 2021 (Tue),1808,4778/-2371,500 (1.51%),23.54 - 23.39,Day Open > PDH,-270.80 (34510.40-34239.60),-3907.50 (521-677.3 = 156.30) 34500PE 10:15:00,5716.25 (533.05-304.4 = -228.65) 34500CE,,,,,
3 Feb 2021 (Wed),3692,4325/-473,287.7 (0.84%),23.65 - 24,-,381.10 (34398.40-34779.50),6242.50 (375-125.3 = -249.70) 34400PE,-2550.00 (340-442 = 102.00) 34400CE 10:30:00,,,,,
4 Feb 2021 (Thu),-2582,231/-2582,-209.55 (-0.6%),23.23 - 23.17,-,917.90 (34373.35-35291.25),-1500.00 (200-260 = 60.00) 34400PE 10:05:00,-1082.00 (144.25-187.53 = 43.28) 34400CE 11:02:00,,,,,
,,,,,,,,,,,,,
Date,Profit,Max Profit/Loss,BN Gap Up/Down,India VIX,BN Prev Day H/L,Spot Change,(1) BN Sell 1 Lot ATM PE,(2) BN Sell 1 Lot ATM CE,,,,,
5 Feb 2021 (Fri),3382,4235/-4037,290.15 (0.82%),23.59 - 23.49,Day Open > PDH,-718.60 (36388.25-35669.65),-5871.50 (782.85-1017.71 = 234.86) 36400PE 10:55:00,9253.75 (711.75-341.6 = -370.15) 36400CE,,,,,
8 Feb 2021 (Mon),613,1593/-2845,419.35 (1.18%),24 - 23.97,-,-315.70 (36289.30-35973.60),-4531.50 (604.2-785.46 = 181.26) 36300PE 12:17:00,5145.00 (545.25-339.45 = -205.80) 36300CE,,,,,
9 Feb 2021 (Tue),2858,4875/-219,75.15 (0.21%),23.77 - 23.97,-,466.40 (35761.40-36227.80),5848.75 (487.95-254 = -233.95) 35800PE,-2990.75 (398.75-518.38 = 119.63) 35800CE 10:28:00,,,,,
10 Feb 2021 (Wed),2711,3073/-106,-14.15 (-0.04%),24.58 - 24.36,-,-413.95 (35963.95-35550.00),-3047.00 (406.25-528.13 = 121.88) 36000PE 13:43:00,5758.75 (336.8-106.45 = -230.35) 36000CE,,,,,
11 Feb 2021 (Thu),3271,3465/-1045,-95.85 (-0.27%),23.78 - 23.17,-,-162.90 (35938.80-35775.90),-1332.75 (177.7-231.01 = 53.31) 35900PE 11:00:00,4603.75 (212.55-28.4 = -184.15) 35900CE,,,,,
,,,,,,,,,,,,,
Date,Profit,Max Profit/Loss,BN Gap Up/Down,India VIX,BN Prev Day H/L,Spot Change,(1) BN Sell 1 Lot ATM PE,(2) BN Sell 1 Lot ATM CE,,,,,
12 Feb 2021 (Fri),-313,990/-2083,-15.5 (-0.04%),22.61 - 22.11,-,292.05 (35808.65-36100.70),3451.25 (493.2-355.15 = -138.05) 35800PE,-3765.00 (502-652.6 = 150.60) 35800CE 10:45:00,,,,,
15 Feb 2021 (Mon),1122,1311/-1626,392.5 (1.09%),21.87 - 21.59,Day Open > PDH,469.10 (36731.55-37200.65),4322.50 (396.85-223.95 = -172.90) 36700PE,-3199.75 (426.65-554.64 = 127.99) 36700CE 12:39:00,,,,,
16 Feb 2021 (Tue),1425,4227/0,186.35 (0.5%),21.7 - 21.84,Day Open > PDH,-264.70 (37345.00-37080.30),-3244.75 (432.65-562.44 = 129.79) 37300PE 12:36:00,4670.00 (480-293.2 = -186.80) 37300CE,,,,,
17 Feb 2021 (Wed),1167,2938/-2087,-56.45 (-0.15%),21.51 - 21.54,-,109.90 (36869.30-36979.20),3428.75 (327.95-190.8 = -137.15) 36900PE,-2260.75 (301.45-391.88 = 90.43) 36900CE 10:17:00,,,,,
18 Feb 2021 (Thu),2180,2184/-326,177.8 (0.48%),21.49 - 21.57,-,-300.25 (36859.80-36559.55),-1471.50 (196.2-255.06 = 58.86) 36900PE 11:35:00,3652.50 (147.65-1.55 = -146.10) 36900CE,,,,,
,,,,,,,,,,,,,
Date,Profit,Max Profit/Loss,BN Gap Up/Down,India VIX,BN Prev Day H/L,Spot Change,(1) BN Sell 1 Lot ATM PE,(2) BN Sell 1 Lot ATM CE,,,,,
19 Feb 2021 (Fri),-7609,401/-7608,-215.45 (-0.59%),21.76 - 22.4,-,-637.85 (36370.90-35733.05),-3988.50 (531.8-691.34 = 159.54) 36400PE 14:01:00,-3620.75 (482.75-627.58 = 144.83) 36400CE 10:15:00,,,,,
22 Feb 2021 (Mon),1545,4062/-1048,32.7 (0.09%),23.25 - 25.14,-,-365.95 (35840.80-35474.85),-3418.50 (455.8-592.54 = 136.74) 35800PE 11:26:00,4963.75 (479.55-281 = -198.55) 35800CE,,,,,
23 Feb 2021 (Tue),-6059,2243/-6058,283.35 (0.8%),25.27 - 24.98,-,-102.15 (35275.50-35173.35),-3144.75 (419.3-545.09 = 125.79) 35300PE 11:46:00,-2914.25 (388.55-505.12 = 116.57) 35300CE 10:31:00,,,,,
25 Feb 2021 (Thu),3540,3563/-2169,1646.2 (4.69%),23.26 - 22.88,Day Open > PDH,-378.65 (37057.50-36678.85),-1807.25 (240.95-313.24 = 72.29) 37100PE 10:15:00,5347.50 (217-3.1 = -213.90) 37100CE,,,,,
,,,,,,,,,,,,,
Date,Profit,Max Profit/Loss,BN Gap Up/Down,India VIX,BN Prev Day H/L,Spot Change,(1) BN Sell 1 Lot ATM PE,(2) BN Sell 1 Lot ATM CE,,,,,
26 Feb 2021 (Fri),69,2095/-2347,-742.35 (-2.03%),24.8 - 27.24,Day Open < PDL,-414.15 (35593.45-35179.30),-5090.25 (678.7-882.31 = 203.61) 35600PE 10:26:00,5160.00 (666.6-460.2 = -206.40) 35600CE,,,,,
1 Mar 2021 (Mon),-709,1892/-4468,570.65 (1.64%),26.59 - 25.92,-,-188.35 (35352.50-35164.15),-4606.00 (614.15-798.39 = 184.24) 35400PE 12:29:00,3896.25 (555.7-399.85 = -155.85) 35400CE,,,,,
2 Mar 2021 (Tue),1589,2391/-1742,162.15 (0.46%),24.39 - 23.98,-,-358.90 (35575.05-35216.15),-3500.25 (466.7-606.71 = 140.01) 35600PE 10:51:00,5090.00 (419.6-216 = -203.60) 35600CE,,,,,
3 Mar 2021 (Wed),3707,4161/-1064,334.75 (0.95%),22.36 - 22.24,Day Open > PDH,489.75 (35850.80-36340.55),5957.50 (334.45-96.15 = -238.30) 35900PE,-2250.00 (300-390 = 90.00) 35900CE 10:39:00,,,,,
4 Mar 2021 (Thu),3729,3797/-134,-792.4 (-2.18%),23.6 - 23.66,-,310.50 (35605.00-35915.50),5263.75 (217-6.45 = -210.55) 35600PE,-1534.25 (204.55-265.92 = 61.37) 35600CE 11:10:00,,,,,
,,,,,,,,,,,,,
Date,Profit,Max Profit/Loss,BN Gap Up/Down,India VIX,BN Prev Day H/L,Spot Change,(1) BN Sell 1 Lot ATM PE,(2) BN Sell 1 Lot ATM CE,,,,,
5 Mar 2021 (Fri),394,3542/-530,-344 (-0.96%),25.56 - 25.88,Day Open < PDL,-351.85 (35463.95-35112.10),-5508.50 (734.45-954.79 = 220.34) 35500PE 14:05:00,5902.50 (679-442.9 = -236.10) 35500CE,,,,,
8 Mar 2021 (Mon),2575,4251/-800,234.3 (0.67%),24.69 - 24.45,-,-376.45 (35748.65-35372.20),-3350.25 (446.7-580.71 = 134.01) 35700PE 10:39:00,5926.25 (531-293.95 = -237.05) 35700CE,,,,,
9 Mar 2021 (Tue),-295,1009/-4374,430.15 (1.22%),23.5 - 22.74,-,43.65 (35752.95-35796.60),2121.25 (341-256.15 = -84.85) 35800PE,-2417.25 (322.3-418.99 = 96.69) 35800CE 11:35:00,,,,,
10 Mar 2021 (Wed),3131,3240/-601,246.6 (0.69%),21.58 - 20.86,Day Open > PDH,-123.50 (36005.45-35881.95),-1192.50 (159-206.7 = 47.70) 36000PE 10:43:00,4323.75 (188.65-15.7 = -172.95) 36000CE,,,,,
,,,,,,,,,,,,,
