POSITIONS,,,,,,,,,,,,,
Strategy Type, Intraday,,,,,,,,,,,,
Square Off,Leg,,,,,,,,,,,,
,,,,,,,,,,,,,
Move SL to Cost,False,,,,,,,,,,,,
,,,,,,,,,,,,,
Lot Size, Action Type, Segment, Option Type, Target Profit, Stop Loss, Index, Expiry Type,,,,,,
1,SELL,Options,PUT,,30 %,Banknifty,Weekly,,,,,,
1,SELL,Options,CALL,,30 %,Banknifty,Weekly,,,,,,
1,SELL,Options,CALL,,50 pts,Banknifty,Weekly,,,,,,
1,SELL,Options,PUT,,50 pts,Banknifty,Weekly,,,,,,
,,,,,,,,,,,,,
From Date,Tue Jul 14 2020,,,,,,,,,,,,
To Date,Wed Jul 14 2021,,,,,,,,,,,,
Entry Time,09:59,,,,,,,,,,,,
Exit Time,14:55,,,,,,,,,,,,
,,,,,,,,,,,,,
Target Profit,0,,,,,,,,,,,,
 Stop Loss, 2500 Total MTM,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
21 Dec 2020 (Mon),-2500,12:51,2356/-3200,Stop Loss Hit,-118.85 (-0.39%),19.53 - 22.68,-,-1090.85 (30441.75-29350.90),-1532.50 (307.7-369 = 61.30) 30400PE,1426.25 (322.3-265.25 = -57.05) 30400CE,-1250.00 (322.3-372.3 = 50.00) 30400CE 10:39:00,-1250.00 (307.7-357.7 = 50.00) 30400PE 12:50:00,
22 Dec 2020 (Tue),-904,14:55,2233/-1100,-,151.05 (0.51%),23.74 - 22.24,-,232.30 (29247.70-29480.00),4917.50 (348.95-152.25 = -196.70) 29200PE,-3321.75 (442.9-575.77 = 132.87) 29200CE 14:18:00,-1250.00 (442.9-492.9 = 50.00) 29200CE 10:09:00,-1250.00 (348.95-398.95 = 50.00) 29200PE 11:36:00,
23 Dec 2020 (Wed),3749,14:55,4744/-1736,-,-65.2 (-0.22%),21.88 - 20.85,-,159.40 (29673.75-29833.15),3271.25 (231-100.15 = -130.85) 29700PE,-1542.75 (205.7-267.41 = 61.71) 29700CE 10:39:00,-1250.00 (205.7-255.7 = 50.00) 29700CE 10:33:00,3271.25 (231-100.15 = -130.85) 29700PE,
24 Dec 2020 (Thu),-2500,11:15,3629/-2765,Stop Loss Hit,188.35 (0.63%),20.22 - 19.98,Day Open > PDH,161.95 (30317.20-30479.15),-190.00 (117.35-124.95 = 7.60) 30300PE,-883.50 (117.8-153.14 = 35.34) 30300CE 10:13:00,-1250.00 (117.8-167.8 = 50.00) 30300CE 10:13:00,-190.00 (117.35-124.95 = 7.60) 30300PE,
,,,,,,,,,,,,,
Date,Profit,Exit Time,Max Profit/Loss,MTM Exit Type,BN Gap Up/Down,India VIX,BN Prev Day H/L,Spot Change,(1) BN Sell 1 Lot ATM PE,(2) BN Sell 1 Lot ATM CE,(3) BN Sell 1 Lot ATM CE,(4) BN Sell 1 Lot ATM PE,
28 Dec 2020 (Mon),2603,14:55,2772/-74,-,156.65 (0.52%),20.8 - 20.4,Day Open > PDH,140.00 (30745.95-30885.95),2477.50 (285.1-186 = -99.10) 30700PE,-1101.25 (381.5-425.55 = 44.05) 30700CE,-1250.00 (381.5-431.5 = 50.00) 30700CE 13:30:00,2477.50 (285.1-186 = -99.10) 30700PE,
29 Dec 2020 (Tue),-2500,13:05,2403/-4183,Stop Loss Hit,125.95 (0.41%),20.45 - 20.81,Day Open > PDH,20.40 (31272.70-31293.10),-1934.00 (257.85-335.21 = 77.36) 31300PE 10:46:00,253.75 (277-266.85 = -10.15) 31300CE,253.75 (277-266.85 = -10.15) 31300CE,-1250.00 (257.85-307.85 = 50.00) 31300PE 10:46:00,
30 Dec 2020 (Wed),-2500,14:00,2970/-4314,Stop Loss Hit,157.3 (0.5%),21.31 - 21.13,Day Open > PDH,108.95 (31227.70-31336.65),-1640.75 (218.75-284.38 = 65.63) 31200PE 12:39:00,117.50 (267.8-263.1 = -4.70) 31200CE,117.50 (267.8-263.1 = -4.70) 31200CE,-1250.00 (218.75-268.75 = 50.00) 31200PE 12:37:00,
31 Dec 2020 (Thu),4649,14:55,4946/-1394,-,-7.15 (-0.02%),21.27 - 21.03,-,-61.15 (31347.50-31286.35),-870.50 (116.05-150.87 = 34.82) 31300PE 10:55:00,3385.00 (161.4-26 = -135.40) 31300CE,3385.00 (161.4-26 = -135.40) 31300CE,-1250.00 (116.05-166.05 = 50.00) 31300PE 10:55:00,
,,,,,,,,,,,,,
Date,Profit,Exit Time,Max Profit/Loss,MTM Exit Type,BN Gap Up/Down,India VIX,BN Prev Day H/L,Spot Change,(1) BN Sell 1 Lot ATM PE,(2) BN Sell 1 Lot ATM CE,(3) BN Sell 1 Lot ATM CE,(4) BN Sell 1 Lot ATM PE,
1 Jan 2021 (Fri),3402,14:55,3998/0,-,33.25 (0.11%),20.54 - 19.33,-,-65.75 (31348.80-31283.05),273.75 (352.95-342 = -10.95) 31300PE,1427.50 (420.1-363 = -57.10) 31300CE,1427.50 (420.1-363 = -57.10) 31300CE,273.75 (352.95-342 = -10.95) 31300PE,
4 Jan 2021 (Mon),2869,14:55,5503/-1513,-,259.3 (0.83%),19.8 - 20.13,Day Open > PDH,-318.35 (31472.25-31153.90),-2223.25 (296.45-385.38 = 88.93) 31500PE 10:48:00,3171.25 (307.85-181 = -126.85) 31500CE,3171.25 (307.85-181 = -126.85) 31500CE,-1250.00 (296.45-346.45 = 50.00) 31500PE 10:48:00,
5 Jan 2021 (Tue),5440,14:55,5925/-841,-,-171.35 (-0.55%),20.68 - 20.32,-,577.00 (31133.00-31710.00),4460.00 (260.45-82.05 = -178.40) 31100PE,-2229.00 (297.2-386.36 = 89.16) 31100CE 11:07:00,-1250.00 (297.2-347.2 = 50.00) 31100CE 11:07:00,4460.00 (260.45-82.05 = -178.40) 31100PE,
6 Jan 2021 (Wed),-2500,13:50,360/-3644,Stop Loss Hit,117.7 (0.37%),20.73 - 21.13,Day Open > PDH,-63.60 (31891.70-31828.10),-1707.00 (227.6-295.88 = 68.28) 31900PE 13:50:00,1322.50 (214.9-162 = -52.90) 31900CE,-1250.00 (214.9-264.9 = 50.00) 31900CE 12:29:00,-1250.00 (227.6-277.6 = 50.00) 31900PE 10:12:00,
7 Jan 2021 (Thu),-903,14:55,821/-2111,-,331.9 (1.04%),20.29 - 20.44,Day Open > PDH,16.85 (32047.65-32064.50),-705.50 (94.05-122.27 = 28.22) 32000PE 10:23:00,-1044.50 (139.25-181.03 = 41.78) 32000CE 12:35:00,-1250.00 (139.25-189.25 = 50.00) 32000CE 12:44:00,2096.25 (94.05-10.2 = -83.85) 32000PE,
,,,,,,,,,,,,,
Date,Profit,Exit Time,Max Profit/Loss,MTM Exit Type,BN Gap Up/Down,India VIX,BN Prev Day H/L,Spot Change,(1) BN Sell 1 Lot ATM PE,(2) BN Sell 1 Lot ATM CE,(3) BN Sell 1 Lot ATM CE,(4) BN Sell 1 Lot ATM PE,
8 Jan 2021 (Fri),-361,14:55,1390/-1230,-,342.05 (1.07%),20.28 - 20.55,Day Open > PDH,-18.00 (32153.00-32135.00),518.75 (387.2-366.45 = -20.75) 32200PE,185.00 (353.95-346.55 = -7.40) 32200CE,185.00 (353.95-346.55 = -7.40) 32200CE,-1250.00 (387.2-437.2 = 50.00) 32200PE 13:39:00,
11 Jan 2021 (Mon),-272,14:55,2511/-2021,-,196.1 (0.61%),22.04 - 22.33,-,-109.85 (32112.30-32002.45),-2497.50 (333-432.9 = 99.90) 32100PE 10:20:00,1737.50 (380.5-311 = -69.50) 32100CE,1737.50 (380.5-311 = -69.50) 32100CE,-1250.00 (333-383 = 50.00) 32100PE 10:16:00,
12 Jan 2021 (Tue),6873,14:55,7205/-24,-,-163.85 (-0.51%),22.97 - 22.8,Day Open < PDL,478.00 (31849.90-32327.90),5262.50 (318.35-107.85 = -210.50) 31900PE,-2401.50 (320.2-416.26 = 96.06) 31900CE 12:03:00,-1250.00 (320.2-370.2 = 50.00) 31900CE 12:00:00,5262.50 (318.35-107.85 = -210.50) 31900PE,
13 Jan 2021 (Wed),679,14:55,5749/-1705,-,207.6 (0.64%),23.39 - 23.45,Day Open > PDH,-49.20 (32597.50-32548.30),-1611.00 (214.8-279.24 = 64.44) 32600PE 10:35:00,1770.00 (235-164.2 = -70.80) 32600CE,1770.00 (235-164.2 = -70.80) 32600CE,-1250.00 (214.8-264.8 = 50.00) 32600PE 10:35:00,
14 Jan 2021 (Thu),-2500,11:27,3523/-2549,Stop Loss Hit,-47.95 (-0.15%),23.42 - 23.03,-,-122.60 (32601.70-32479.10),-793.00 (105.75-137.47 = 31.72) 32600PE 10:52:00,-253.75 (113.7-123.85 = 10.15) 32600CE,-253.75 (113.7-123.85 = 10.15) 32600CE,-1250.00 (105.75-155.75 = 50.00) 32600PE 10:52:00,
,,,,,,,,,,,,,
Date,Profit,Exit Time,Max Profit/Loss,MTM Exit Type,BN Gap Up/Down,India VIX,BN Prev Day H/L,Spot Change,(1) BN Sell 1 Lot ATM PE,(2) BN Sell 1 Lot ATM CE,(3) BN Sell 1 Lot ATM CE,(4) BN Sell 1 Lot ATM PE,
15 Jan 2021 (Fri),-2500,11:38,1834/-5856,Stop Loss Hit,-10.85 (-0.03%),23.7 - 24.04,-,-90.50 (32309.05-32218.55),-3242.25 (432.3-561.99 = 129.69) 32300PE 11:29:00,880.00 (456.55-421.35 = -35.20) 32300CE,880.00 (456.55-421.35 = -35.20) 32300CE,-1250.00 (432.3-482.3 = 50.00) 32300PE 10:32:00,
18 Jan 2021 (Mon),5580,14:55,5807/-904,-,28.35 (0.09%),25.16 - 24.48,-,-412.65 (32263.65-31851.00),-3109.75 (414.65-539.04 = 124.39) 32300PE 11:35:00,4970.00 (385.65-186.85 = -198.80) 32300CE,4970.00 (385.65-186.85 = -198.80) 32300CE,-1250.00 (414.65-464.65 = 50.00) 32300PE 10:30:00,
19 Jan 2021 (Tue),7917,14:55,8193/0,-,271.15 (0.85%),23.86 - 23.03,-,475.85 (31970.15-32446.00),5812.50 (324.6-92.1 = -232.50) 32000PE,-2457.75 (327.7-426.01 = 98.31) 32000CE 12:32:00,-1250.00 (327.7-377.7 = 50.00) 32000CE 10:16:00,5812.50 (324.6-92.1 = -232.50) 32000PE,
20 Jan 2021 (Wed),-2500,12:30,4053/-3623,Stop Loss Hit,-35.9 (-0.11%),22.74 - 21.64,-,105.75 (32454.05-32559.80),-510.00 (235.15-255.55 = 20.40) 32500PE,-1353.00 (180.4-234.52 = 54.12) 32500CE 10:53:00,-1250.00 (180.4-230.4 = 50.00) 32500CE 10:53:00,-510.00 (235.15-255.55 = 20.40) 32500PE,
21 Jan 2021 (Thu),-2500,14:14,3032/-4008,Stop Loss Hit,189.1 (0.58%),20.84 - 21.54,Day Open > PDH,-284.35 (32696.50-32412.15),-824.75 (109.95-142.94 = 32.99) 32700PE 14:14:00,-685.00 (91.35-118.75 = 27.40) 32700CE 12:23:00,-1250.00 (91.35-141.35 = 50.00) 32700CE 12:24:00,0.00 (109.95-109.95 = 0.00) 32700PE,
,,,,,,,,,,,,,
Date,Profit,Exit Time,Max Profit/Loss,MTM Exit Type,BN Gap Up/Down,India VIX,BN Prev Day H/L,Spot Change,(1) BN Sell 1 Lot ATM PE,(2) BN Sell 1 Lot ATM CE,(3) BN Sell 1 Lot ATM CE,(4) BN Sell 1 Lot ATM PE,
22 Jan 2021 (Fri),-2500,10:53,8856/-2944,Stop Loss Hit,-98.9 (-0.31%),21.91 - 22.26,-,-684.00 (31924.00-31240.00),-2870.50 (382.75-497.57 = 114.82) 31900PE 10:23:00,588.75 (438-414.45 = -23.55) 31900CE,588.75 (438-414.45 = -23.55) 31900CE,-1250.00 (382.75-432.75 = 50.00) 31900PE 10:21:00,
25 Jan 2021 (Mon),-2500,14:11,8042/-6607,Stop Loss Hit,339.9 (1.09%),23.4 - 23.12,-,-80.65 (31264.70-31184.05),577.50 (413.6-390.5 = -23.10) 31300PE,-2588.50 (345.15-448.69 = 103.54) 31300CE 10:05:00,-1250.00 (345.15-395.15 = 50.00) 31300CE 10:03:00,577.50 (413.6-390.5 = -23.10) 31300PE,
27 Jan 2021 (Wed),-2500,11:46,5273/-6645,Stop Loss Hit,37.85 (0.12%),24.06 - 24.3,-,-582.55 (30907.65-30325.10),195.00 (276.85-269.05 = -7.80) 30900PE,-2069.25 (275.9-358.67 = 82.77) 30900CE 11:13:00,-1250.00 (275.9-325.9 = 50.00) 30900CE 10:39:00,195.00 (276.85-269.05 = -7.80) 30900PE,
28 Jan 2021 (Thu),-2500,10:29,2558/-5234,Stop Loss Hit,-472.25 (-1.56%),24.12 - 24.82,Day Open < PDL,83.30 (29933.85-30017.15),57.50 (169.15-166.85 = -2.30) 29900PE,-1466.75 (195.55-254.22 = 58.67) 29900CE 10:16:00,-1250.00 (195.55-245.55 = 50.00) 29900CE 10:16:00,57.50 (169.15-166.85 = -2.30) 29900PE,
,,,,,,,,,,,,,
Date,Profit,Exit Time,Max Profit/Loss,MTM Exit Type,BN Gap Up/Down,India VIX,BN Prev Day H/L,Spot Change,(1) BN Sell 1 Lot ATM PE,(2) BN Sell 1 Lot ATM CE,(3) BN Sell 1 Lot ATM CE,(4) BN Sell 1 Lot ATM PE,
29 Jan 2021 (Fri),-2500,10:49,1034/-4962,Stop Loss Hit,342.35 (1.13%),24.7 - 24.95,Day Open > PDH,381.45 (30472.15-30853.60),-1312.50 (635-687.5 = 52.50) 30500PE,-3.75 (637.85-638 = 0.15) 30500CE,-3.75 (637.85-638 = 0.15) 30500CE,-1250.00 (635-685 = 50.00) 30500PE 10:23:00,
1 Feb 2021 (Mon),23192,14:55,23572/-1722,-,410.85 (1.34%),25.05 - 22.87,-,1954.40 (31020.15-32974.55),14497.50 (622-42.1 = -579.90) 31000PE,-4552.75 (607.05-789.16 = 182.11) 31000CE 11:01:00,-1250.00 (607.05-657.05 = 50.00) 31000CE 10:11:00,14497.50 (622-42.1 = -579.90) 31000PE,
2 Feb 2021 (Tue),6274,14:55,12213/-2085,-,500 (1.51%),23.54 - 23.39,Day Open > PDH,-270.80 (34510.40-34239.60),-3907.50 (521-677.3 = 156.30) 34500PE 10:15:00,5716.25 (533.05-304.4 = -228.65) 34500CE,5716.25 (533.05-304.4 = -228.65) 34500CE,-1250.00 (521-571 = 50.00) 34500PE 10:08:00,
3 Feb 2021 (Wed),8685,14:55,9950/0,-,287.7 (0.84%),23.65 - 24,-,381.10 (34398.40-34779.50),6242.50 (375-125.3 = -249.70) 34400PE,-2550.00 (340-442 = 102.00) 34400CE 10:30:00,-1250.00 (340-390 = 50.00) 34400CE 10:16:00,6242.50 (375-125.3 = -249.70) 34400PE,
4 Feb 2021 (Thu),-2500,11:01,462/-5082,Stop Loss Hit,-209.55 (-0.6%),23.23 - 23.17,-,917.90 (34373.35-35291.25),-1500.00 (200-260 = 60.00) 34400PE 10:05:00,-495.00 (144.25-164.05 = 19.80) 34400CE,-495.00 (144.25-164.05 = 19.80) 34400CE,-1250.00 (200-250 = 50.00) 34400PE 10:03:00,
,,,,,,,,,,,,,
Date,Profit,Exit Time,Max Profit/Loss,MTM Exit Type,BN Gap Up/Down,India VIX,BN Prev Day H/L,Spot Change,(1) BN Sell 1 Lot ATM PE,(2) BN Sell 1 Lot ATM CE,(3) BN Sell 1 Lot ATM CE,(4) BN Sell 1 Lot ATM PE,
5 Feb 2021 (Fri),-2500,10:08,1735/-6537,Stop Loss Hit,290.15 (0.82%),23.59 - 23.49,Day Open > PDH,-718.60 (36388.25-35669.65),1430.00 (782.85-725.65 = -57.20) 36400PE,-4231.25 (711.75-881 = 169.25) 36400CE,-1250.00 (711.75-761.75 = 50.00) 36400CE 10:04:00,1430.00 (782.85-725.65 = -57.20) 36400PE,
8 Feb 2021 (Mon),-2500,12:17,2738/-5345,Stop Loss Hit,419.35 (1.18%),24 - 23.97,-,-315.70 (36289.30-35973.60),-4531.50 (604.2-785.46 = 181.26) 36300PE 12:17:00,4105.00 (545.25-381.05 = -164.20) 36300CE,-1250.00 (545.25-595.25 = 50.00) 36300CE 10:03:00,-1250.00 (604.2-654.2 = 50.00) 36300PE 11:29:00,
9 Feb 2021 (Tue),7456,14:55,11490/-678,-,75.15 (0.21%),23.77 - 23.97,-,466.40 (35761.40-36227.80),5848.75 (487.95-254 = -233.95) 35800PE,-2990.75 (398.75-518.38 = 119.63) 35800CE 10:28:00,-1250.00 (398.75-448.75 = 50.00) 35800CE 10:03:00,5848.75 (487.95-254 = -233.95) 35800PE,
10 Feb 2021 (Wed),7220,14:55,7943/-194,-,-14.15 (-0.04%),24.58 - 24.36,-,-413.95 (35963.95-35550.00),-3047.00 (406.25-528.13 = 121.88) 36000PE 13:43:00,5758.75 (336.8-106.45 = -230.35) 36000CE,5758.75 (336.8-106.45 = -230.35) 36000CE,-1250.00 (406.25-456.25 = 50.00) 36000PE 10:15:00,
11 Feb 2021 (Thu),6624,14:55,7012/-2008,-,-95.85 (-0.27%),23.78 - 23.17,-,-162.90 (35938.80-35775.90),-1332.75 (177.7-231.01 = 53.31) 35900PE 11:00:00,4603.75 (212.55-28.4 = -184.15) 35900CE,4603.75 (212.55-28.4 = -184.15) 35900CE,-1250.00 (177.7-227.7 = 50.00) 35900PE 11:00:00,
,,,,,,,,,,,,,
Date,Profit,Exit Time,Max Profit/Loss,MTM Exit Type,BN Gap Up/Down,India VIX,BN Prev Day H/L,Spot Change,(1) BN Sell 1 Lot ATM PE,(2) BN Sell 1 Lot ATM CE,(3) BN Sell 1 Lot ATM CE,(4) BN Sell 1 Lot ATM PE,
12 Feb 2021 (Fri),1887,14:55,4495/-1651,-,-15.5 (-0.04%),22.61 - 22.11,-,292.05 (35808.65-36100.70),3451.25 (493.2-355.15 = -138.05) 35800PE,-3765.00 (502-652.6 = 150.60) 35800CE 10:45:00,-1250.00 (502-552 = 50.00) 35800CE 10:35:00,3451.25 (493.2-355.15 = -138.05) 35800PE,
15 Feb 2021 (Mon),4195,14:55,4571/-1303,-,392.5 (1.09%),21.87 - 21.59,Day Open > PDH,469.10 (36731.55-37200.65),4322.50 (396.85-223.95 = -172.90) 36700PE,-3199.75 (426.65-554.64 = 127.99) 36700CE 12:39:00,-1250.00 (426.65-476.65 = 50.00) 36700CE 11:14:00,4322.50 (396.85-223.95 = -172.90) 36700PE,
16 Feb 2021 (Tue),4845,14:55,10448/-991,-,186.35 (0.5%),21.7 - 21.84,Day Open > PDH,-264.70 (37345.00-37080.30),-3244.75 (432.65-562.44 = 129.79) 37300PE 12:36:00,4670.00 (480-293.2 = -186.80) 37300CE,4670.00 (480-293.2 = -186.80) 37300CE,-1250.00 (432.65-482.65 = 50.00) 37300PE 10:00:00,
17 Feb 2021 (Wed),-2500,13:39,6886/-3164,Stop Loss Hit,-56.45 (-0.15%),21.51 - 21.54,-,109.90 (36869.30-36979.20),206.25 (327.95-319.7 = -8.25) 36900PE,-2260.75 (301.45-391.88 = 90.43) 36900CE 10:17:00,-1250.00 (301.45-351.45 = 50.00) 36900CE 10:17:00,206.25 (327.95-319.7 = -8.25) 36900PE,
18 Feb 2021 (Thu),4583,14:55,4589/-431,-,177.8 (0.48%),21.49 - 21.57,-,-300.25 (36859.80-36559.55),-1471.50 (196.2-255.06 = 58.86) 36900PE 11:35:00,3652.50 (147.65-1.55 = -146.10) 36900CE,3652.50 (147.65-1.55 = -146.10) 36900CE,-1250.00 (196.2-246.2 = 50.00) 36900PE 11:35:00,
,,,,,,,,,,,,,
Date,Profit,Exit Time,Max Profit/Loss,MTM Exit Type,BN Gap Up/Down,India VIX,BN Prev Day H/L,Spot Change,(1) BN Sell 1 Lot ATM PE,(2) BN Sell 1 Lot ATM CE,(3) BN Sell 1 Lot ATM CE,(4) BN Sell 1 Lot ATM PE,
19 Feb 2021 (Fri),-2500,10:59,2604/-10108,Stop Loss Hit,-215.45 (-0.59%),21.76 - 22.4,-,-637.85 (36370.90-35733.05),1003.75 (531.8-491.65 = -40.15) 36400PE,-3620.75 (482.75-627.58 = 144.83) 36400CE 10:15:00,-1250.00 (482.75-532.75 = 50.00) 36400CE 10:10:00,1003.75 (531.8-491.65 = -40.15) 36400PE,
22 Feb 2021 (Mon),5259,14:55,10292/-2429,-,32.7 (0.09%),23.25 - 25.14,-,-365.95 (35840.80-35474.85),-3418.50 (455.8-592.54 = 136.74) 35800PE 11:26:00,4963.75 (479.55-281 = -198.55) 35800CE,4963.75 (479.55-281 = -198.55) 35800CE,-1250.00 (455.8-505.8 = 50.00) 35800PE 10:15:00,
23 Feb 2021 (Tue),-2500,11:33,6150/-8558,Stop Loss Hit,283.35 (0.8%),25.27 - 24.98,-,-102.15 (35275.50-35173.35),770.00 (419.3-388.5 = -30.80) 35300PE,-2914.25 (388.55-505.12 = 116.57) 35300CE 10:31:00,-1250.00 (388.55-438.55 = 50.00) 35300CE 10:03:00,770.00 (419.3-388.5 = -30.80) 35300PE,
25 Feb 2021 (Thu),-2500,10:20,7683/-3781,Stop Loss Hit,1646.2 (4.69%),23.26 - 22.88,Day Open > PDH,-378.65 (37057.50-36678.85),-1807.25 (240.95-313.24 = 72.29) 37100PE 10:15:00,145.00 (217-211.2 = -5.80) 37100CE,145.00 (217-211.2 = -5.80) 37100CE,-1250.00 (240.95-290.95 = 50.00) 37100PE 10:09:00,
,,,,,,,,,,,,,
Date,Profit,Exit Time,Max Profit/Loss,MTM Exit Type,BN Gap Up/Down,India VIX,BN Prev Day H/L,Spot Change,(1) BN Sell 1 Lot ATM PE,(2) BN Sell 1 Lot ATM CE,(3) BN Sell 1 Lot ATM CE,(4) BN Sell 1 Lot ATM PE,
26 Feb 2021 (Fri),3979,14:55,8030/-854,-,-742.35 (-2.03%),24.8 - 27.24,Day Open < PDL,-414.15 (35593.45-35179.30),-5090.25 (678.7-882.31 = 203.61) 35600PE 10:26:00,5160.00 (666.6-460.2 = -206.40) 35600CE,5160.00 (666.6-460.2 = -206.40) 35600CE,-1250.00 (678.7-728.7 = 50.00) 35600PE 10:17:00,
1 Mar 2021 (Mon),-2500,12:29,3338/-6968,Stop Loss Hit,570.65 (1.64%),26.59 - 25.92,-,-188.35 (35352.50-35164.15),-4606.00 (614.15-798.39 = 184.24) 35400PE 12:29:00,4067.50 (555.7-393 = -162.70) 35400CE,-1250.00 (555.7-605.7 = 50.00) 35400CE 10:25:00,-1250.00 (614.15-664.15 = 50.00) 35400PE 11:44:00,
2 Mar 2021 (Tue),5429,14:55,7032/-1234,-,162.15 (0.46%),24.39 - 23.98,-,-358.90 (35575.05-35216.15),-3500.25 (466.7-606.71 = 140.01) 35600PE 10:51:00,5090.00 (419.6-216 = -203.60) 35600CE,5090.00 (419.6-216 = -203.60) 35600CE,-1250.00 (466.7-516.7 = 50.00) 35600PE 10:35:00,
3 Mar 2021 (Wed),8415,14:55,9322/-1128,-,334.75 (0.95%),22.36 - 22.24,Day Open > PDH,489.75 (35850.80-36340.55),5957.50 (334.45-96.15 = -238.30) 35900PE,-2250.00 (300-390 = 90.00) 35900CE 10:39:00,-1250.00 (300-350 = 50.00) 35900CE 10:19:00,5957.50 (334.45-96.15 = -238.30) 35900PE,
4 Mar 2021 (Thu),7743,14:55,7878/-268,-,-792.4 (-2.18%),23.6 - 23.66,-,310.50 (35605.00-35915.50),5263.75 (217-6.45 = -210.55) 35600PE,-1534.25 (204.55-265.92 = 61.37) 35600CE 11:10:00,-1250.00 (204.55-254.55 = 50.00) 35600CE 11:10:00,5263.75 (217-6.45 = -210.55) 35600PE,
,,,,,,,,,,,,,
Date,Profit,Exit Time,Max Profit/Loss,MTM Exit Type,BN Gap Up/Down,India VIX,BN Prev Day H/L,Spot Change,(1) BN Sell 1 Lot ATM PE,(2) BN Sell 1 Lot ATM CE,(3) BN Sell 1 Lot ATM CE,(4) BN Sell 1 Lot ATM PE,
5 Mar 2021 (Fri),-2500,10:45,1419/-3030,Stop Loss Hit,-344 (-0.96%),25.56 - 25.88,Day Open < PDL,-351.85 (35463.95-35112.10),-2317.50 (734.45-827.15 = 92.70) 35500PE,2316.25 (679-586.35 = -92.65) 35500CE,-1250.00 (679-729 = 50.00) 35500CE 10:09:00,-1250.00 (734.45-784.45 = 50.00) 35500PE 10:25:00,
8 Mar 2021 (Mon),7252,14:55,10602/0,-,234.3 (0.67%),24.69 - 24.45,-,-376.45 (35748.65-35372.20),-3350.25 (446.7-580.71 = 134.01) 35700PE 10:39:00,5926.25 (531-293.95 = -237.05) 35700CE,5926.25 (531-293.95 = -237.05) 35700CE,-1250.00 (446.7-496.7 = 50.00) 35700PE 10:29:00,
9 Mar 2021 (Tue),-2500,12:35,3185/-6874,Stop Loss Hit,430.15 (1.22%),23.5 - 22.74,-,43.65 (35752.95-35796.60),475.00 (341-322 = -19.00) 35800PE,-2417.25 (322.3-418.99 = 96.69) 35800CE 11:35:00,-1250.00 (322.3-372.3 = 50.00) 35800CE 10:04:00,475.00 (341-322 = -19.00) 35800PE,
10 Mar 2021 (Wed),6205,14:55,6422/-1260,-,246.6 (0.69%),21.58 - 20.86,Day Open > PDH,-123.50 (36005.45-35881.95),-1192.50 (159-206.7 = 47.70) 36000PE 10:43:00,4323.75 (188.65-15.7 = -172.95) 36000CE,4323.75 (188.65-15.7 = -172.95) 36000CE,-1250.00 (159-209 = 50.00) 36000PE 10:43:00,
,,,,,,,,,,,,,
Date,Profit,Exit Time,Max Profit/Loss,MTM Exit Type,BN Gap Up/Down,India VIX,BN Prev Day H/L,Spot Change,(1) BN Sell 1 Lot ATM PE,(2) BN Sell 1 Lot ATM CE,(3) BN Sell 1 Lot ATM CE,(4) BN Sell 1 Lot ATM PE,
12 Mar 2021 (Fri),13998,14:55,14487/-150,-,559.05 (1.56%),20.2 - 22.28,Day Open > PDH,-1038.25 (36348.75-35310.50),-3849.50 (513.25-667.23 = 153.98) 36300PE 12:22:00,9548.75 (616.75-234.8 = -381.95) 36300CE,9548.75 (616.75-234.8 = -381.95) 36300CE,-1250.00 (513.25-563.25 = 50.00) 36300PE 10:15:00,
15 Mar 2021 (Mon),-2500,14:40,7426/-4388,Stop Loss Hit,47.6 (0.13%),22.41 - 21.36,-,30.20 (34920.00-34950.20),-3996.50 (532.85-692.71 = 159.86) 34900PE 10:59:00,1087.50 (568.8-525.3 = -43.50) 34900CE,1087.50 (568.8-525.3 = -43.50) 34900CE,-1250.00 (532.85-582.85 = 50.00) 34900PE 10:04:00,
16 Mar 2021 (Tue),-2500,11:18,3724/-8671,Stop Loss Hit,169.45 (0.48%),20.48 - 20.16,-,-183.05 (35093.60-34910.55),660.00 (412.4-386 = -26.40) 35100PE,-3078.75 (410.5-533.65 = 123.15) 35100CE 10:30:00,-1250.00 (410.5-460.5 = 50.00) 35100CE 10:21:00,660.00 (412.4-386 = -26.40) 35100PE,
17 Mar 2021 (Wed),-2500,12:40,5840/-6284,Stop Loss Hit,100.45 (0.29%),20.07 - 19.88,-,-192.10 (34687.50-34495.40),550.00 (338-316 = -22.00) 34700PE,-2584.50 (344.6-447.98 = 103.38) 34700CE 11:25:00,-1250.00 (344.6-394.6 = 50.00) 34700CE 10:37:00,550.00 (338-316 = -22.00) 34700PE,
18 Mar 2021 (Thu),5551,14:55,5558/-292,-,348.25 (1.02%),19.39 - 20.33,-,-870.85 (34670.40-33799.55),-1326.50 (176.85-229.91 = 53.06) 34700PE 10:26:00,4063.75 (163.4-0.85 = -162.55) 34700CE,4063.75 (163.4-0.85 = -162.55) 34700CE,-1250.00 (176.85-226.85 = 50.00) 34700PE 10:25:00,
,,,,,,,,,,,,,
